ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF336L01QH7,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF336L01OR1,HSBC Ultra Short Duration Fund Direct Growth,,,,Mutual Fund,,Debt
INF336L01OS9,HSBC Ultra Short Duration Fund Direct Daily IDCW,,,,Mutual Fund,,Debt
INF336L01OU5,HSBC Ultra Short Duration Fund Dir Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01OV3,HSBC Ultra Short Duration Fund Dir Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01OT7,HSBC Ultra Short Duration Fund Direct Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01099,HSBC Regular Savings Fund - Growth,,,,Mutual Fund,,Debt
INF336L01115,HSBC Regular Savings Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01131,HSBC Regular Savings Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF336L01107,HSBC Regular Savings Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01123,HSBC Regular Savings Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01OX9,HSBC Ultra Short Duration Fund Daily IDCW,,,,Mutual Fund,,Debt
INF336L01OW1,HSBC Ultra Short Duration Fund Growth,,,,Mutual Fund,,Debt
INF336L01OZ4,HSBC Ultra Short Duration Fund Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01PA4,HSBC Ultra Short Duration Fund Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01OY7,HSBC Ultra Short Duration Fund Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01TY9,ICICI Prudential Money Market Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01UA7,ICICI Prudential Money Market Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01TX1,ICICI Prudential Money Market Fund - Growth,,,,Mutual Fund,,Debt
INF109K01UB5,ICICI Prudential Money Market Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01UC3,ICICI Prudential Money Market Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01TZ6,ICICI Prudential Money Market Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01TW3,ICICI Prudential Money Market Fund Retail Growth,,,,Mutual Fund,,Debt
INF109K01IW6,ICICI Prudential Regular Savings Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01IX4,ICICI Prudential Regular Savings Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01TP7,ICICI Prudential Ultra Short Term Fund - Growth,,,,Mutual Fund,,Debt
INF109K01TQ5,ICICI Prudential Ultra Short Term Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01TR3,ICICI Prudential Ultra Short Term Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01TS1,ICICI Prudential Ultra Short Term Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01TT9,ICICI Prudential Ultra Short Term Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01TU7,ICICI Prudential Ultra Short Term Fund - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01TV5,ICICI Prudential Ultra Short Term Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01TK8,ICICI Prudential Regular Gold Savings Fund (FOF) - Growth,,,,Mutual Fund,,Debt
INF109K01TL6,ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW,,,,Mutual Fund,,Debt
INF109K01TM4,ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01I07,ICICI Prudential Gilt Fund Investment Plan PF Option - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01I15,ICICI Prudential Gilt Fund Investment Plan PF Option - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01I23,ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01I49,ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01I31,ICICI Prudential Gilt Fund Treasury Plan PF Option - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01I56,ICICI Prudential Gilt Fund Treasury Plan PF Option - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01I64,ICICI Prudential Money Market Fund - IDCW Others,,,,Mutual Fund,,Debt
INF109K01I72,ICICI Prudential Money Market Fund - IDCW Payout Others,,,,Mutual Fund,,Debt
INF109KA1C31,ICICI Prudential Gilt Fund Investment Plan PF Option - Bonus,,,,Mutual Fund,,Debt
INF109KA1C56,ICICI Prudential Gilt Fund Treasury Plan PF Option - Bonus,,,,Mutual Fund,,Debt
INF109KC1ND7,ICICI Prudential Ultra Short Term Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109KC1NE5,ICICI Prudential Ultra Short Term Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109KC1NF2,ICICI Prudential Ultra Short Term Fund - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109KC1NG0,ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109KC1NH8,ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109KC11B2,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,,,,Mutual Fund,,Debt
INF109K01JR4,ICICI Prudential Gilt Fund - Growth,,,,Mutual Fund,,Debt
INF109K01JS2,ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,,,,Mutual Fund,,Debt
INF109K01JP8,ICICI Prudential Gilt Fund - IDCW,,,,Mutual Fund,,Debt
INF109K01JQ6,ICICI Prudential Gilt Fund - IDCW Payout,,,,Mutual Fund,,Debt
INF109K018C5,ICICI Prudential Gilt Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K017C7,ICICI Prudential Gilt Fund - Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF109K016C9,ICICI Prudential Gilt Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01R22,ICICI Prudential Money Market Fund - Direct Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01R55,ICICI Prudential Money Market Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109KB17M8,ICICI Prudential Money Market Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01R14,ICICI Prudential Money Market Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01R71,ICICI Prudential Money Market Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01R63,ICICI Prudential Money Market Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01R89,ICICI Prudential Money Market Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01T04,ICICI Prudential Ultra Short Term Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01T46,ICICI Prudential Ultra Short Term Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01T38,ICICI Prudential Ultra Short Term Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01T61,ICICI Prudential Ultra Short Term Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01T53,ICICI Prudential Ultra Short Term Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01T20,ICICI Prudential Ultra Short Term Fund - Direct Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K01T12,ICICI Prudential Ultra Short Term Fund - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01U92,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01U84,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF109K01U76,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF109K019C3,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K019D1,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K018D3,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109K017D5,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01R30,ICICI Prudential Money Market Fund - Direct Plan - IDCW Others,,,,Mutual Fund,,Debt
INF109K01R48,ICICI Prudential Money Market Fund - Direct Plan - IDCW Payout Others,,,,Mutual Fund,,Debt
INF109KA1C49,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan Bonus,,,,Mutual Fund,,Debt
INF109KC1NA3,ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109KC1NC9,ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109KC1NB1,ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01894,ICICI Prudential Regular Savings Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01ER5,ICICI Prudential Regular Savings Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01902,ICICI Prudential Regular Savings Fund - Growth,,,,Mutual Fund,,Debt
INF194K01MU4,IDFC Money Manager Fund-Treasury Plan F-Growth-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MV2,IDFC Money Manager Fund- Treasury Plan- Plan F - Dividend,,,,Mutual Fund,,Debt
INF194KA10Q8,IDFC Ultra Short Term Fund Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194KA12R2,IDFC Ultra Short Term Fund Regular Plan-Periodic-IDCW (Reinvestment)-EXCH,,,,Mutual Fund,,Debt
INF194KA13Q2,IDFC Ultra Short Term Fund Regular Plan-Daily-IDCW,,,,Mutual Fund,,Debt
INF194KA15Q7,IDFC Ultra Short Term Fund Regular Plan-Monthly-IDCW,,,,Mutual Fund,,Debt
INF194KA15R5,IDFC Ultra Short Term Fund Regular Plan-Weekly-IDCW,,,,Mutual Fund,,Debt
INF194KA14R8,IDFC Ultra Short Term Fund Regular Plan-Weekly-Dividend (Reinvestment),,,,Mutual Fund,,Debt
INF194KB1BL2,IDFC Gilt 2027 Index Fund Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194KB1BM0,IDFC Gilt 2027 Index Regular Plan-IDCW,,,,Mutual Fund,,Debt
INF194KB1BO6,IDFC Gilt 2027 Index Regular Plan-IDCW (Re-investment)-EXCH,,,,Mutual Fund,,Debt
INF194KB1BS7,IDFC Gilt 2028 Index Fund Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194KB1BT5,IDFC Gilt 2028 Index Regular Plan-IDCW,,,,Mutual Fund,,Debt
INF194KB1BU3,IDFC Gilt 2028 Index Regular Plan-IDCW (Re-investment),,,,Mutual Fund,,Debt
INF194K01MY6,IDFC Money Manager Fund-Investment Plan A-Growth-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MZ3,IDFC Money Manager Fund-Investment Plan A-Annual Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MN9,IDFC Money Manager Fund-Treasury Plan D-Growth-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MO7,IDFC Money Manager Fund-Treasury Plan D-Daily Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194KA14S6,IDFC Ultra Short Term Fund Direct Plan -Quarterly-IDCW,,,,Mutual Fund,,Debt
INF194KA15S3,IDFC Ultra Short Term Fund Direct Plan -Quarterly-IDCW (Reinvestment)-EXCH,,,,Mutual Fund,,Debt
INF194KA12S0,IDFC Ultra Short Term Fund Direct Plan -Monthly-IDCW (Reinvestment)-EXCH,,,,Mutual Fund,,Debt
INF194KA10T2,IDFC Ultra Short Term Fund Direct Plan-Weekly-IDCW (Reinvestment)-EXCH,,,,Mutual Fund,,Debt
INF194KB1BP3,IDFC Gilt 2027 Index Fund Direct Plan-Growth,,,,Mutual Fund,,Debt
INF194KB1BQ1,IDFC Gilt 2027 Index Fund Direct Plan-IDCW,,,,Mutual Fund,,Debt
INF194KB1BR9,IDFC Gilt 2027 Index Fund Direct Plan-IDCW (Re-investment),,,,Mutual Fund,,Debt
INF194KB1BV1,IDFC Gilt 2028 Index Fund Direct Plan-Growth,,,,Mutual Fund,,Debt
INF194KB1BW9,IDFC Gilt 2028 Index Fund Direct Plan-IDCW,,,,Mutual Fund,,Debt
INF194KB1BX7,IDFC Gilt 2028 Index Fund Direct Plan-IDCW (Re-investment),,,,Mutual Fund,,Debt
INF194K01L16,IDFC Money Manager Fund-Investment Plan-Growth-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01L65,IDFC Money Manager Fund-Investment Plan-Quarterly Dividend-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01M31,IDFC Money Manager Fund-Investment Plan-Monthly Dividend-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01M07,IDFC Money Manager Fund-Investment Plan-Weekly Dividend-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01L81,IDFC Money Manager Fund-Investment Plan-Daily Dividend-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01M98,IDFC Money Manager Fund - Daily IDCW - (Direct Plan),,,,Mutual Fund,,Debt
INF194K01M80,IDFC Money Manager Fund - Growth-(Direct Plan),,,,Mutual Fund,,Debt
INF194K01LX0,IDFC Money Manager Fund-Treasury Plan B-Daily Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01LT8,IDFC Money Manager Fund-Treasury Plan B-Growth-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01LU6,IDFC Money Manager Fund-Treasury Plan B-Monthly Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MA6,IDFC Money Manager Fund-Treasury Plan B-Weekly Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01ME8,IDFC Money Manager Fund-Treasury Plan C-Daily Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MD0,IDFC Money Manager Fund-Treasury Plan C-Growth-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01ML3,IDFC Money Manager Fund-Treasury Plan C-Monthly Dividend-(Defunct Plan),,,,Mutual Fund,,Debt
INF194K01MH1,IDFC Money Manager Fund -Treasury Plan -Super Inst Plan C-Weekly Div,,,,Mutual Fund,,Debt
INF194K01LK7,IDFC Money Manager Fund - Daily IDCW - (Regular Plan),,,,Mutual Fund,,Debt
INF194K01LJ9,IDFC Money Manager Fund - Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01LO9,IDFC Money Manager Fund - Monthly IDCW - (Regular Plan),,,,Mutual Fund,,Debt
INF194K01LN1,IDFC Money Manager Fund - Monthly IDCW - (Regular Plan)-Reinvest,,,,Mutual Fund,,Debt
INF194K01LQ4,IDFC Money Manager Fund - Weekly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF174K01FL9,Kotak Gilt Fund (Investment Provident Fund and Trust) - Growth (Regular Plan),,,,Mutual Fund,,Debt
INF174K01FM7,Kotak Gilt Fund (Investment Provident Fund and Trust) - Quarterly- IDCW(Regular Plan),,,,Mutual Fund,,Debt
INF174K01FJ3,Kotak Gilt Fund (Investment Regular) - Quarterly - IDCW,,,,Mutual Fund,,Debt
INF174K01FK1,Kotak Gilt Fund (Investment Regular) - Quarterly - IDCW,,,,Mutual Fund,,Debt
INF174K01FD6,Kotak Savings Fund - Growth (Regular Plan) (Erstwhile Kotak Treasury Adv.),,,,Mutual Fund,,Debt
INF174K01FH7,Kotak Savings Fund Regular Plan IDCW,,,,Mutual Fund,,Debt
INF174K01FF1,Kotak Savings Fund - Weekly - IDCW (Regular Plan) (Erstwhile Kotak Treasury Adv.),,,,Mutual Fund,,Debt
INF174K01FG9,Kotak Savings Fund - Weekly IDCW (Regular Plan) (Erstwhile Kotak Treasury Adv.),,,,Mutual Fund,,Debt
INF174K01FE4,Kotak Savings Fund - Daily - IDCW (Regular Plan) (Erstwhile Kotak Treasury Adv.),,,,Mutual Fund,,Debt
INF174K01393,Kotak Debt Hybrid Fund - Gr (Regular Plan) (Erstwhile Kotak MIP),,,,Mutual Fund,,Debt
INF174K01401,Kotak Debt Hybrid Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF174K01419,Kotak Debt Hybrid Fund - Regular Plan Payout - IDCW,,,,Mutual Fund,,Debt
INF174K01427,Kotak Debt Hybrid Fund - Qtly - IDCW(Regular Plan) (Erstwhile Kotak MIP),,,,Mutual Fund,,Debt
INF174K01435,Kotak Debt Hybrid Fund - Quarterly IDCW (Regular Plan) (Erstwhile Kotak MIP),,,,Mutual Fund,,Debt
INF174K01AT3,Kotak Gold Fund - Growth (Regular Plan),,,,Mutual Fund,,Debt
INF174K01AV9,Kotak Gold Fund - IDCW(Regular Plan),,,,Mutual Fund,,Debt
INF174K01NA6,Kotak Money Market Fund - Growth (Regular Plan) (Erstwhile Kotak Floater ST),,,,Mutual Fund,,Debt
INF174K01ND0,Kotak Money Market Fund - Daily - IDCW (Regular Plan) (Erstwhile Kotak Floater ST),,,,Mutual Fund,,Debt
INF174K01NC2,Kotak Money Market Fund - Weekly - IDCW (Regular Plan) (Erstwhile Kotak Floater ST),,,,Mutual Fund,,Debt
INF174K01NB4,Kotak Money Market Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF174K01AU1,Kotak Gold Fund - IDCW (Regular Plan),,,,Mutual Fund,,Debt
INF174K01FI5,Kotak Gilt Fund (Investment Regular) - Growth,,,,Mutual Fund,,Debt
INF917K01AR9,L&T Ultra Short Term Fund - Regular Monthly IDCW,,,,Mutual Fund,,Debt
INF917K01AQ1,L&T Ultra Short Term Fund Institutional - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01AS7,L&T Ultra Short Term Fund - Regular Growth,,,,Mutual Fund,,Debt
INF917K01QJ2,L&T Ultra Short Term Fund - Bonus,,,,Mutual Fund,,Debt
INF917K01QK0,L&T Ultra Short Term Fund Direct Plan - Bonus,,,,Mutual Fund,,Debt
INF917K01AU3,L&T Ultra Short Term Fund Institutional - Semi Annual IDCW,,,,Mutual Fund,,Debt
INF917K01AT5,L&T Ultra Short Term Fund Institutional - Semi Annual IDCW Payout,,,,Mutual Fund,,Debt
INF917K01AY5,L&T Money Market Fund - Daily IDCW Reinvestment Plan,,,,Mutual Fund,,Debt
INF917K01AZ2,L&T Money Market Fund - Weekly IDCW Reinvestment Plan,,,,Mutual Fund,,Debt
INF917K01BA3,L&T Money Market Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF917K01E86,L&T Money Market Fund Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01BB1,L&T Money Market Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01BC9,L&T Money Market Fund - Growth,,,,Mutual Fund,,Debt
INF917K01049,L&T Conservative Hybrid Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF917K01031,L&T Conservative Hybrid Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01072,L&T Conservative Hybrid Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF917K01064,L&T Conservative Hybrid Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01056,L&T Conservative Hybrid Fund - Growth,,,,Mutual Fund,,Debt
INF917K01AM0,L&T Ultra Short Term Fund - Regular Monthly IDCW,,,,Mutual Fund,,Debt
INF917K01AL2,L&T Ultra Short Term Fund - Regular Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01AN8,L&T Ultra Short Term Fund - Regular - Cumulative - Original,,,,Mutual Fund,,Debt
INF917K01AW9,L&T Ultra Short Term Fund - Regular Weekly IDCW,,,,Mutual Fund,,Debt
INF917K01AV1,L&T Ultra Short Term Fund Inst - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01AX7,L&T Ultra Short Term Fund - Regular Daily IDCW Reinvestment Plan,,,,Mutual Fund,,Debt
INF917K01AP3,L&T Ultra Short Term Fund - Regular Semi Annual IDCW,,,,Mutual Fund,,Debt
INF917K01AO6,L&T Ultra Short Term Fund - Regular - Semi Annual IDCW Payout,,,,Mutual Fund,,Debt
INF917K01BO4,L&T Gilt Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF917K01BN6,L&T Gilt Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF917K01BP1,L&T Gilt Fund - Growth Plan,,,,Mutual Fund,,Debt
INF174V01895,Mahindra Manulife Ultra Short Term Fund- Direct - Daily IDCW,,,,Mutual Fund,,Debt
INF174V01887,Mahindra Manulife Ultra Short Term Fund- Direct - Growth,,,,Mutual Fund,,Debt
INF174V01903,Mahindra Manulife Ultra Short Term Fund- Direct - Weekly IDCW,,,,Mutual Fund,,Debt
INF174V01861,Mahindra Manulife Ultra Short Term Fund- Regular - Daily IDCW,,,,Mutual Fund,,Debt
INF174V01853,Mahindra Manulife Ultra Short Term Fund- Regular - Growth,,,,Mutual Fund,,Debt
INF174V01879,Mahindra Manulife Ultra Short Term Fund- Regular - Weekly IDCW,,,,Mutual Fund,,Debt
INF879O01209,Parag Parikh Conservative Hybrid Fund - Regular Plan Growth,,,,Mutual Fund,,Debt
INF200K01AA6,SBI Magnum Gilt Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF200K01990,SBI Magnum Gilt Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF200K01AM1,SBI Magnum Gilt Fund - Long Term IDCW PF Regular,,,,Mutual Fund,,Debt
INF200K01AL3,SBI Magnum Gilt Fund - Long Term IDCW PF Regular Payout,,,,Mutual Fund,,Debt
INF200K01AD0,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 1 Year,,,,Mutual Fund,,Debt
INF200K01AC2,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 1 Year Payout,,,,Mutual Fund,,Debt
INF200K01AG3,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 2 Years,,,,Mutual Fund,,Debt
INF200K01AF5,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 2 Years Payout,,,,Mutual Fund,,Debt
INF200K01AJ7,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 3 Years,,,,Mutual Fund,,Debt
INF200K01AI9,SBI Magnum Gilt Fund - Long Term IDCW PF Fix 3 Years Payout,,,,Mutual Fund,,Debt
INF200K01982,SBI Magnum Gilt Fund Regular Growth,,,,Mutual Fund,,Debt
INF200K01AK5,SBI Magnum Gilt Fund Long Term Growth PF Regular,,,,Mutual Fund,,Debt
INF200K01AB4,SBI Magnum Gilt Fund Long Term Growth PF Fixed 1 Year,,,,Mutual Fund,,Debt
INF200K01AE8,SBI Magnum Gilt Fund Long Term Growth PF Fixed 2 Years,,,,Mutual Fund,,Debt
INF200K01AH1,SBI Magnum Gilt Fund Long Term Growth PF Fixed 3 Years,,,,Mutual Fund,,Debt
INF200K01651,SBI Savings Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF200K01644,SBI Savings Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF200K01636,SBI Savings Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF200K01677,SBI Savings Fund - Regular Plan Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01669,SBI Savings Fund - Regular Plan Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01LL0,SBI Magnum Ultra Short Duration Fund - Regular Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01LK2,SBI Magnum Ultra Short Duration Fund - Regular Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF200K01LJ4,SBI Magnum Ultra Short Duration Fund Regular Growth,,,,Mutual Fund,,Debt
INF200K01HC7,SBI Gold Fund - Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF200K01HB9,SBI Gold Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF200K01HA1,SBI Gold Fund - Regular Plan - Growth,,,,Mutual Fund,,Debt
INF200K01875,SBI Conservative Hybrid Fund Regular Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01867,SBI Conservative Hybrid Fund Regular Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01891,SBI Conservative Hybrid Fund Regular Quarterly IDCW,,,,Mutual Fund,,Debt
INF200K01883,SBI Conservative Hybrid Fund Regular Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01917,SBI Conservative Hybrid Fund Regular Annual IDCW,,,,Mutual Fund,,Debt
INF200K01909,SBI Conservative Hybrid Fund Regular Annual IDCW Payout,,,,Mutual Fund,,Debt
INF200K01859,SBI Conservative Hybrid Fund Regular Growth,,,,Mutual Fund,,Debt
INF200K01TB4,SBI Savings Fund - Direct Plan Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01TI9,SBI Magnum Ultra Short Duration Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01TH1,SBI Magnum Ultra Short Duration Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01TF5,SBI Magnum Ultra Short Duration Fund Direct Growth,,,,Mutual Fund,,Debt
INF200K01TU4,SBI Conservative Hybrid Fund Direct Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01TT6,SBI Conservative Hybrid Fund Direct Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01TW0,SBI Conservative Hybrid Fund Direct Quarterly IDCW,,,,Mutual Fund,,Debt
INF200K01TV2,SBI Conservative Hybrid Fund Direct Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01TR0,SBI Conservative Hybrid Fund Direct Annual IDCW,,,,Mutual Fund,,Debt
INF200K01TQ2,SBI Conservative Hybrid Fund Direct Annual IDCW Payout,,,,Mutual Fund,,Debt
INF200K01TS8,SBI Conservative Hybrid Fund Direct Growth,,,,Mutual Fund,,Debt
INF200K01TA6,SBI Savings Fund - Direct Plan Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01TG3,SBI Magnum Ultra Short Duration Fund - Direct Plan - Daily IDCW,,,,Mutual Fund,,Debt
