ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF200K01HV7,SBI Short Term Debt Fund - Regular Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01HY1,SBI Short Term Debt Fund - Regular Plan Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01IG6,SBI SHDF-Short Term-Retail Plan-Growth,,,,Mutual Fund,,Debt
INF200K01ID3,SBI SHDF-Short Term-Retail Plan-Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01IC5,SBI SHDF-Short Term-Retail Plan-Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01IF8,SBI SHDF-Short Term-Retail Plan-Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01HX3,SBI Short Term Debt Fund - Regular Plan Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1YO1,SBI Corporate Bond Fund - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200KA1YN3,SBI Corporate Bond Fund - Regular Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1YM5,SBI Corporate Bond Fund - Regular Plan Growth,,,,Mutual Fund,,Debt
INF200KA1YQ6,SBI Corporate Bond Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF200KA1YP8,SBI Corporate Bond Fund - Regular Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1R15,SBI Floating Rate DEBT Fund Regular Plan Growth,,,,Mutual Fund,,Debt
INF200KA1R31,SBI Floating Rate DEBT Fund - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200KA1R23,SBI Floating Rate DEBT Fund - Regular Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1R56,SBI Floating Rate DEBT Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF200KA1R49,SBI Floating Rate DEBT Fund - Regular Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VK1,SBI Magnum Low Duration Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VN5,SBI Magnum Low Duration Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VJ3,SBI Magnum Low Duration Fund - Direct Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF200K01VL9,SBI Magnum Low Duration Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF200K01VM7,SBI Magnum Low Duration Fund Direct Growth,,,,Mutual Fund,,Debt
INF200K01VO3,SBI Magnum Low Duration Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01VP0,SBI Magnum Low Duration Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01VQ8,SBI Magnum Low Duration Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VC8,SBI Short Term Debt Fund - Direct Plan Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VD6,SBI Short Term Debt Fund - Direct Plan Fortnightly IDCW,,,,Mutual Fund,,Debt
INF200K01VE4,SBI Short Term Debt Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF200K01VG9,SBI Short Term Debt Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01VI5,SBI Short Term Debt Fund - Direct Plan Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01VF1,SBI Short Term Debt Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01VH7,SBI Short Term Debt Fund - Direct Plan Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1YU8,SBI Corporate Bond Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1YT0,SBI Corporate Bond Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200KA1YR4,SBI Corporate Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF200KA1YS2,SBI Corporate Bond Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1YV6,SBI Corporate Bond Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF200KA1R64,SBI Floating Rate DEBT Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF200KA1R80,SBI Floating Rate DEBT Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200KA1R72,SBI Floating Rate DEBT Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200KA1S06,SBI Floating Rate DEBT Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF200KA1R98,SBI Floating Rate DEBT Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01MM6,SBI Magnum Low Duration Fund - Regular Plan - Fornightly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01ME3,SBI Magnum Low Duration Fund - Institutional Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01MD5,SBI Magnum Low Duration Fund - Institutional Daily IDCW,,,,Mutual Fund,,Debt
INF200K01MF0,SBI Magnum Low Duration Fund - Institutional Fortnightly IDCW,,,,Mutual Fund,,Debt
INF200K01MG8,SBI Magnum Low Duration Fund Institutional Growth,,,,Mutual Fund,,Debt
INF200K01MI4,SBI Magnum Low Duration Fund - Institutional Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01MH6,SBI Magnum Low Duration Fund - Institutional Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01MK0,SBI Magnum Low Duration Fund - Institutional Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01ML8,SBI Magnum Low Duration Fund - Regular Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF200K01MN4,SBI Magnum Low Duration Fund - Regular Plan - Fornightly IDCW,,,,Mutual Fund,,Debt
INF200K01MO2,SBI Magnum Low Duration Fund Regular Growth,,,,Mutual Fund,,Debt
INF200K01MQ7,SBI Magnum Low Duration Fund - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF200K01MP9,SBI Magnum Low Duration Fund - Regular Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF200K01MS3,SBI Magnum Low Duration Fund - Regular Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF200K01MR5,SBI Magnum Low Duration Fund - Regular Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF277K012X0,Tata Banking & PSU Debt Fund Regular Plan IDCW,,,,Mutual Fund,,Debt
INF277K013X8,Tata Banking & PSU Debt Fund Regular Plan IDCW Payout,,,,Mutual Fund,,Debt
INF277K014X6,Tata Banking & PSU Debt Fund Direct Plan IDCW,,,,Mutual Fund,,Debt
INF277K016X1,Tata Banking & PSU Debt Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Debt
INF277K011X2,Tata Banking & PSU Debt Fund Regular Plan Growth,,,,Mutual Fund,,Debt
INF277K015X3,Tata Banking & PSU Debt Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF277KA1299,Tata Corporate Bond Fund Regular Plan Growth Launched : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1224,Tata Corporate Bond Fund Direct Plan Growth : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1273,Tata Corporate Bond Fund Direct Plan - IDCW Monthly : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1265,Tata Corporate Bond Fund Direct Plan - IDCW Periodic : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1281,Tata Corporate Bond Fund Direct Plan - IDCW Quarterly : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1240,Tata Corporate Bond Fund Direct Plan - IDCW Monthly Payout : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1232,Tata Corporate Bond Fund Direct Plan - IDCW Periodic Payout : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277KA1257,Tata Corporate Bond Fund Direct Plan - IDCW Quarterly Payout : (Launched On: 22-Nov-2021),,,,Mutual Fund,,Debt
INF277K01352,Tata Dynamic Bond Fund Regular Plan - IDCW,,,,Mutual Fund,,Debt
INF277K01MT9,Tata Dynamic Bond Fund Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF277K01MU7,Tata Dynamic Bond Fund Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF277K01360,Tata Dynamic Bond Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF277K01MV5,Tata Dynamic Bond Fund Direct Plan - Growth,,,,Mutual Fund,,Debt
INF277K01378,Tata Dynamic Bond Fund Option B - Dividend,,,,Mutual Fund,,Debt
INF277K01386,Tata Dynamic Bond Fund Option B - Growth,,,,Mutual Fund,,Debt
INF277K01LZ8,Tata Treasury Advantage Fund Regular Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF277K011U8,Tata Treasury Advantage Fund Regular Plan - Daily IDCW Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K016U7,Tata Treasury Advantage Fund Direct Plan - Daily IDCW Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K01MA9,Tata Treasury Advantage Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF277K010U0,Tata Treasury Advantage Fund Regular Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K015U9,Tata Treasury Advantage Fund Direct Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K01ME1,Tata Treasury Advantage Fund Regular Plan - IDCW Periodic,,,,Mutual Fund,,Debt
INF277K011W4,Tata Treasury Advantage Fund Regular Plan - IDCW Periodic Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K01MC5,Tata Treasury Advantage Fund Regular Plan -IDCW Periodic Payout,,,,Mutual Fund,,Debt
INF277K014U2,Tata Treasury Advantage Fund Regular Plan -IDCW Periodic Payout Segregated Portfolio 1,,,,Mutual Fund,,Debt
INF277K013W0,Tata Treasury Advantage Fund Direct Plan - IDCW Periodic Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277KA1091,Tata Floating Rate Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF277KA1026,Tata Floating Rate Fund Direct Plan - Growth,,,,Mutual Fund,,Debt
INF277KA1141,Tata Floating Rate Fund Regular Plan - IDCW Monthly,,,,Mutual Fund,,Debt
INF277KA1117,Tata Floating Rate Fund Regular Plan - IDCW Monthly Payout,,,,Mutual Fund,,Debt
INF277KA1075,Tata Floating Rate Fund Direct Plan - IDCW Monthly,,,,Mutual Fund,,Debt
INF277KA1042,Tata Floating Rate Fund Direct Plan - IDCW Monthly Payout,,,,Mutual Fund,,Debt
INF277KA1133,Tata Floating Rate Fund Regular Plan - IDCW Periodic,,,,Mutual Fund,,Debt
INF277KA1109,Tata Floating Rate Fund Regular Plan - IDCW Periodic Payout,,,,Mutual Fund,,Debt
INF277KA1067,Tata Floating Rate Fund Direct Plan - IDCW Periodic,,,,Mutual Fund,,Debt
INF277KA1034,Tata Floating Rate Fund Direct Plan - IDCW Periodic Payout,,,,Mutual Fund,,Debt
INF277KA1158,Tata Floating Rate Fund Regular Plan - IDCW Quarterly,,,,Mutual Fund,,Debt
INF277KA1125,Tata Floating Rate Fund Regular Plan - IDCW Quarterly Payout,,,,Mutual Fund,,Debt
INF277KA1083,Tata Floating Rate Fund Direct Plan - IDCW Quarterly,,,,Mutual Fund,,Debt
INF277KA1059,Tata Floating Rate Fund Direct Plan - IDCW Quarterly Payout,,,,Mutual Fund,,Debt
INF277K01MB7,Tata Treasury Advantage Fund Regular Plan - IDCW Weekly,,,,Mutual Fund,,Debt
INF277K010C8,Tata Treasury Advantage Fund Direct Plan - IDCW Weekly,,,,Mutual Fund,,Debt
INF277K01MD3,Tata Treasury Advantage Fund Regular Plan - IDCW Weekly Payout,,,,Mutual Fund,,Debt
INF277K012U6,Tata Treasury Advantage Fund Regular Plan - IDCW Weekly Payout Segregated Portfolio 1,,,,Mutual Fund,,Debt
INF277K019B1,Tata Treasury Advantage Fund Direct Plan - IDCW Weekly Payout,,,,Mutual Fund,,Debt
INF277K017U5,Tata Treasury Advantage Fund Direct Plan - IDCW Weekly Payout Segregated Portfolio 1,,,,Mutual Fund,,Debt
INF277K013U4,Tata Treasury Advantage Fund Regular Plan - IDCW Weekly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K012W2,Tata Treasury Advantage Fund Direct Plan - IDCW Weekly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K019W7,Tata Medium Term Fund Direct Plan - IDCW Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K017V3,Tata Medium Term Fund Regular Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K019V9,Tata Medium Term Fund Direct Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K01964,Tata Short Term Bond Fund Regular Plan - IDCW Monthly,,,,Mutual Fund,,Debt
INF277K01972,Tata Short Term Bond Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF277K014V0,Tata Corporate Bond Fund Direct Plan - IDCW Daily Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K013V2,Tata Corporate Bond Fund Direct Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K010V8,Tata Corporate Bond Fund Regular Plan - IDCW Daily Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K013D0,Tata Corporate Bond Fund Direct Plan - Daily Dividend,,,,Mutual Fund,,Debt
INF277K01998,Tata Corporate Bond Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF277K019U1,Tata Corporate Bond Fund Regular Plan - Growth Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K015W5,Tata Corporate Bond Fund Regular Plan - IDCW Monthly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K014W8,Tata Corporate Bond Fund Regular Plan - IDCW Weekly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K015D5,Tata Corporate Bond Fund Direct Plan - Weekly Dividend,,,,Mutual Fund,,Debt
INF277K012V4,Tata Corporate Bond Fund Regular Plan - IDCW Monthly Payout Segregated Portfolio 1,,,,Mutual Fund,,Debt
INF277K017W1,Tata Corporate Bond Fund Direct Plan - IDCW Monthly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF277K014D8,Tata Corporate Bond Fund Direct Plan - Weekly Dividend Payout,,,,Mutual Fund,,Debt
INF277K016W3,Tata Corporate Bond Fund Direct Plan - IDCW Weekly Segregated Portfolio 1 - *,,,,Mutual Fund,,Debt
INF582M01DY7,Union Corporate Bond Fund Regular Plan - Growth,,,,Mutual Fund,,Debt
INF582M01DU5,Union Corporate Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF582M01EA5,Union Corporate Bond Fund Regular Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF582M01DW1,Union Corporate Bond Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF582M01DZ4,Union Corporate Bond Fund Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Debt
INF582M01DV3,Union Corporate Bond Fund Direct Plan - IDCW Reinvestment,,,,Mutual Fund,,Debt
INF582M01EB3,Union Corporate Bond Fund Regular Plan - IDCW Transfer,,,,Mutual Fund,,Debt
INF582M01DX9,Union Corporate Bond Fund - Direct - IDCW Transfer,,,,Mutual Fund,,Debt
INF582M01351,Union Dynamic Bond Fund - IDCW Payout,,,,Mutual Fund,,Debt
INF582M01344,Union Dynamic Bond Fund - IDCW Reinvestment,,,,Mutual Fund,,Debt
INF582M01336,Union Dynamic Bond Fund - Growth,,,,Mutual Fund,,Debt
INF582M01369,Union Dynamic Bond Fund - Regular Plan - Transfer of IDCW Option,,,,Mutual Fund,,Debt
INF084M01AB8,Aditya Birla Sun Life Balanced Advantage Fund - Growth,,,,Mutual Fund,,Equity
INF084M01AD4,Aditya Birla Sun Life Balanced Advantage Fund - IDCW,,,,Mutual Fund,,Equity
INF084M01AC6,Aditya Birla Sun Life Balanced Advantage Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF209K01157,Aditya Birla Sun Life Equity Advantage Fund - IDCW-Regular Plan (formerly known as Aditya Birla Sun Life Advantage Fund),,,,Mutual Fund,,Equity
INF209K01165,Aditya Birla Sun Life Equity Advantage Fund - Growth-Regular Plan (formerly known as Aditya Birla Sun Life Advantage Fund),,,,Mutual Fund,,Equity
INF209K01314,Aditya Birla Sun Life MNC Fund - IDCW-Regular Plan,,,,Mutual Fund,,Equity
INF209K01322,Aditya Birla Sun Life MNC Fund - Growth-Regular Plan,,,,Mutual Fund,,Equity
INF209KA1TT1,Aditya Birla Sun Life Equity Savings Fund - IDCW. REGULAR,,,,Mutual Fund,,Equity
INF209KA1TS3,Aditya Birla Sun Life Equity Savings Fund - Gr. REGULAR,,,,Mutual Fund,,Equity
INF209KA1TU9,Aditya Birla Sun Life Equity Savings Fund - IDCW. Reinv. REGULAR,,,,Mutual Fund,,Equity
INF209KA1TQ7,Aditya Birla Sun Life Equity Savings Fund - IDCW. DIRECT,,,,Mutual Fund,,Equity
INF209KA1TP9,Aditya Birla Sun Life Equity Savings Fund - Gr. DIRECT,,,,Mutual Fund,,Equity
INF209KA1TR5,Aditya Birla Sun Life Equity Savings Fund - IDCW. Reinv. DIRECT,,,,Mutual Fund,,Equity
INF209KA1YI4,Aditya Birla Sun Life Manufacturing Equity Fund- REGULAR IDCW,,,,Mutual Fund,,Equity
INF209KA1YH6,Aditya Birla Sun Life Manufacturing Equity Fund-REGULAR Growth,,,,Mutual Fund,,Equity
INF209KA1YJ2,Aditya Birla Sun Life Manufacturing Equity Fund-REGULAR IDCW. Reinv.,,,,Mutual Fund,,Equity
INF209KA1YL8,Aditya Birla Sun Life Manufacturing Equity Fund-DIRECT IDCW,,,,Mutual Fund,,Equity
INF209KA1YK0,Aditya Birla Sun Life Manufacturing Equity Fund-DIRECT Growth,,,,Mutual Fund,,Equity
INF209KA1YM6,Aditya Birla Sun Life Manufacturing Equity Fund-DIRECT IDCW. Reinv.,,,,Mutual Fund,,Equity
INF209K01AJ8,Aditya Birla Sun Life Flexi Cap Fund - Growth-Regular Plan,,,,Mutual Fund,,Equity
INF209K01AQ3,Aditya Birla Sun Life Flexi Cap Fund - IDCW-Regular Plan,,,,Mutual Fund,,Equity
INF209KB1O74,Aditya Birla Sun Life PSU Equity Fund Regular-IDCW,,,,Mutual Fund,,Equity
INF209KB1O66,Aditya Birla Sun Life PSU Equity Fund Regular-Growth,,,,Mutual Fund,,Equity
INF209KB1O90,Aditya Birla Sun Life PSU Equity Fund Direct-IDCW,,,,Mutual Fund,,Equity
INF209KB1O82,Aditya Birla Sun Life PSU Equity Fund Direct-Growth,,,,Mutual Fund,,Equity
INF209KB1T53,Aditya Birla Sun Life Special Opportunities Fund Regular IDCW,,,,Mutual Fund,,Equity
INF209KB1T46,Aditya Birla Sun Life Special Opportunities Fund Regular Growth,,,,Mutual Fund,,Equity
INF209KB1T61,Aditya Birla Sun Life Special Opportunities Fund Regular IDCW Reinvestment,,,,Mutual Fund,,Equity
INF209KB1U50,Aditya Birla Sun Life ESG Fund Regular IDCW,,,,Mutual Fund,,Equity
INF209KB1U43,Aditya Birla Sun Life ESG Fund Regular Growth,,,,Mutual Fund,,Equity
INF209KB1U68,Aditya Birla Sun Life ESG Fund Regular IDCW Reinvestment,,,,Mutual Fund,,Equity
INF209KB1U84,Aditya Birla Sun Life ESG Fund Direct IDCW,,,,Mutual Fund,,Equity
INF209KB1U76,Aditya Birla Sun Life ESG Fund Direct Growth,,,,Mutual Fund,,Equity
INF209KB1U92,Aditya Birla Sun Life ESG Fund Direct IDCW Reinvestment,,,,Mutual Fund,,Equity
INF209KB1Y31,Aditya Birla Sun Life Multi-Cap Fund Regular IDCW,,,,Mutual Fund,,Equity
INF209KB1Y23,Aditya Birla Sun Life Multi-Cap Fund Regular Growth,,,,Mutual Fund,,Equity
INF209KB1Y56,Aditya Birla Sun Life Multi-Cap Fund Direct IDCW,,,,Mutual Fund,,Equity
INF209KB1Y49,Aditya Birla Sun Life Multi-Cap Fund Direct Growth,,,,Mutual Fund,,Equity
INF209KB13D4,Aditya Birla Sun Life Business Cycle Fund Regular IDCW Payout,,,,Mutual Fund,,Equity
INF209KB12D6,Aditya Birla Sun Life Business Cycle Fund Regular Growth,,,,Mutual Fund,,Equity
INF209KB15D9,Aditya Birla Sun Life Business Cycle Fund Direct IDCW Payout,,,,Mutual Fund,,Equity
INF740K01011,DSP Flexi Cap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01037,DSP Flexi Cap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF740K01060,DSP Natural Resources and New Energy Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF740K01045,DSP Natural Resources and New Energy Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01029,DSP Flexi Cap Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01052,DSP Natural Resources and New Energy Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01086,DSP Equity Opportunities Fund - Regular Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01K57,DSP Dynamic Asset Allocation Fund - Reg - Growth,,,,Mutual Fund,,Equity
INF740K01K65,DSP Dynamic Asset Allocation Fund - Reg - IDCW - Monthly,,,,Mutual Fund,,Equity
INF740K01K73,DSP Dynamic Asset Allocation Fund - Reg - IDCW - Monthly Reinvest,,,,Mutual Fund,,Equity
INF740KA1439,DSP Equity Savings Fund - Reg - Growth,,,,Mutual Fund,,Equity
INF740KA1447,DSP Equity Savings Fund - Reg - IDCW,,,,Mutual Fund,,Equity
INF740KA1454,DSP Equity Savings Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740KA1462,DSP Equity Savings Fund - Reg - IDCW- Monthly,,,,Mutual Fund,,Equity
INF740KA1470,DSP Equity Savings Fund - Reg - IDCW - Monthly Reinvestment,,,,Mutual Fund,,Equity
INF740KA1488,DSP Equity Savings Fund - Reg - IDCW - Quarterly,,,,Mutual Fund,,Equity
INF740KA1496,DSP Equity Savings Fund - Reg - IDCW - Quarterly Reinvestment,,,,Mutual Fund,,Equity
INF740KA1NN3,DSP Quant Fund - Reg - Growth,,,,Mutual Fund,,Equity
INF740KA1NO1,DSP Quant Fund - Reg - IDCW,,,,Mutual Fund,,Equity
INF740KA1NP8,DSP Quant Fund - Reg - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01094,DSP Equity Opportunities Fund - Regular - Growth,,,,Mutual Fund,,Equity
INF740K01078,DSP Equity Opportunities Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01QA7,DSP Natural Resources and New Energy Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF740K01QB5,DSP Natural Resources and New Energy Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF740K01QC3,DSP Natural Resources and New Energy Fund - Direct Plan - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF740K01K81,DSP Dynamic Asset Allocation Fund - Dir - Growth,,,,Mutual Fund,,Equity
INF740K01K99,DSP Dynamic Asset Allocation Fund - Dir - IDCW - Monthly,,,,Mutual Fund,,Equity
INF740K01L07,DSP Dynamic Asset Allocation Fund - Dir - IDCW - Monthly Reinvest,,,,Mutual Fund,,Equity
INF740KA1NQ6,DSP Quant Fund - Dir - Growth,,,,Mutual Fund,,Equity
INF740KA1NR4,DSP Quant Fund - Dir - IDCW,,,,Mutual Fund,,Equity
INF740KA1NS2,DSP Quant Fund - Dir - IDCW - Reinvest,,,,Mutual Fund,,Equity
INF179K01814,HDFC Balanced Advantage Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179KA1RR5,HDFC Large and Mid Cap Fund - Direct IDCW Plan,,,,Mutual Fund,,Equity
INF179KA1RS3,HDFC Large and Mid Cap Fund - Direct IDCW Plan Reinvestment,,,,Mutual Fund,,Equity
INF179K01822,HDFC Balanced Advantage Fund - Regular Plan - IDCW Reinvest,,,,Mutual Fund,,Equity
INF179KA1RU9,HDFC Large and Mid Cap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179KA1RV7,HDFC Large and Mid Cap Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179K01830,HDFC Balanced Advantage Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF179KA1RQ7,HDFC Large and Mid Cap Fund - Direct Growth Plan,,,,Mutual Fund,,Equity
INF179KA1RT1,HDFC Large and Mid Cap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF179KC1BT3,HDFC Multi Cap Fund Direct IDCW,,,,Mutual Fund,,Equity
INF179KC1BS5,HDFC Multi Cap Fund Direct Growth,,,,Mutual Fund,,Equity
INF179KC1BU1,HDFC Multi Cap Fund Direct IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179KC1BW7,HDFC Multi Cap Fund Regular IDCW,,,,Mutual Fund,,Equity
INF179KC1BV9,HDFC Multi Cap Fund Regular Growth,,,,Mutual Fund,,Equity
INF179KC1BX5,HDFC Multi Cap Fund Regular IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179KC1AY5,HDFC Housing Opportunities Regular IDCW,,,,Mutual Fund,,Equity
INF179KC1AV1,HDFC Housing Opportunities Direct IDCW,,,,Mutual Fund,,Equity
INF179KC1AX7,HDFC Housing Opportunities Regular Growth,,,,Mutual Fund,,Equity
INF179KC1AU3,HDFC Housing Opportunities Direct Growth,,,,Mutual Fund,,Equity
INF179KC1AZ2,HDFC Housing Opportunities Regular IDCW-Reinvestment,,,,Mutual Fund,,Equity
INF179KC1AW9,HDFC Housing Opportunities Direct IDCW-Reinvest,,,,Mutual Fund,,Equity
INF179K01AK1,HDFC Equity Savings Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179K01AL9,HDFC Equity Savings Fund - Regular Plan - IDCW Reinvest,,,,Mutual Fund,,Equity
INF179K01AM7,HDFC Equity Savings Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF179K01582,HDFC Flexi Cap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF179K01590,HDFC Flexi Cap Fund - Regular Plan - IDCW Reinvestment,,,,Mutual Fund,,Equity
INF179K01608,HDFC Flexi Cap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF336L01AD0,HSBC Flexi Cap Fund - IDCW,,,,Mutual Fund,,Equity
INF336L01AE8,HSBC Flexi Cap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF336L01AF5,HSBC Flexi Cap Fund - Growth,,,,Mutual Fund,,Equity
INF336L01NX1,HSBC Large and Midcap Equity Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF336L01NW3,HSBC Large and Midcap Equity Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF336L01NV5,HSBC Large and Midcap Equity Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF336L01OA7,HSBC Large and Midcap Equity Fund IDCW,,,,Mutual Fund,,Equity
INF336L01NZ6,HSBC Large and Midcap Equity Fund IDCW Payout,,,,Mutual Fund,,Equity
INF336L01NY9,HSBC Large and Midcap Equity Fund Growth,,,,Mutual Fund,,Equity
INF109K01431,ICICI Prudential Large & Mid Cap Fund - Growth,,,,Mutual Fund,,Equity
